cms_certification_number,S2_2_CHOWDATE,chow_order
525328,2016-12-21,1
525329,2016-12-21,1
525332,2016-12-21,1
525333,2019-10-01,1
525334,2016-12-21,1
525335,2015-12-08,1
525338,2019-10-01,1
525342,2017-04-04,1
525343,2019-12-01,1
525346,2019-12-01,1
525352,2019-12-01,1
525353,2019-12-01,1
525354,2019-12-01,1
525355,2016-12-21,1
525357,2019-12-01,1
525358,2017-04-04,1
525359,2017-10-01,1
525363,2019-06-01,1
525369,2017-10-01,1
525370,2016-12-21,1
525371,2019-10-01,1
525380,2018-03-01,1
525391,2017-04-04,1
525395,2020-07-31,1
525406,2018-12-04,1
525407,2016-02-01,1
525408,2020-10-01,1
525411,2017-04-04,1
525412,2019-12-01,1
525413,2017-10-01,1
525414,2017-10-01,1
525418,2017-12-01,1
525420,2016-01-31,1
525420,2016-02-01,2
525421,2023-03-19,1
525422,2023-03-19,1
525424,2020-12-16,1
525434,2017-03-01,1
525435,2019-10-01,1
525449,2017-08-01,1
525449,2020-12-09,2
525456,2017-04-04,1
525475,2017-10-01,1
525477,2017-04-04,1
525481,2016-02-01,1
525483,2019-12-01,1
525484,2020-03-30,1
525488,2020-12-09,1
525490,2020-12-16,1
525493,2017-10-01,1
525499,2017-10-01,1
525522,2017-06-12,1
525522,2021-10-22,2
525526,2017-08-01,1
525528,2017-01-01,1
525531,2018-06-01,1
525536,2020-08-01,1
525546,2019-12-01,1
525547,2021-04-30,1
525549,2019-10-01,1
525551,2017-12-01,1
525552,2016-07-01,1
525553,2016-07-01,1
525553,2021-09-22,2
525568,2019-03-01,1
525578,2017-10-01,1
525579,2019-12-01,1
525580,2016-03-01,1
525580,2020-12-09,2
525586,2017-10-01,1
525600,2020-12-16,1
525607,2017-10-01,1
525637,2017-10-01,1
525645,2023-03-19,1
525663,2019-02-01,1
525664,2019-12-01,1
525668,2021-07-01,1
525670,2019-06-01,1
525672,2016-04-14,1
525672,2020-12-09,2
525673,2015-05-01,1
525678,2020-10-01,1
525684,2016-12-21,1
525685,2019-12-01,1
525686,2022-06-01,1
525689,2019-12-01,1
525697,2020-08-14,1
525702,2017-10-01,1
525712,2017-01-01,1
525715,2016-05-01,1
525730,2020-04-08,1
525731,2020-12-01,1
535013,2015-10-01,1
535013,2023-08-31,2
535024,2019-06-01,1
535025,2021-05-01,1
535026,2021-05-01,1
535031,2015-10-01,1
535031,2023-08-31,2
535036,2015-10-01,1
535036,2023-08-31,2
535038,2017-09-15,1
535039,2016-10-01,1
535042,2018-12-17,1
535042,2023-08-31,2
535043,2020-01-01,1
535048,2020-01-01,1
535051,2017-01-31,1
535051,2023-08-31,2
535056,2015-05-13,1
535056,2023-08-31,2
535057,2019-02-01,1
555012,2021-02-28,1
555025,2021-07-01,1
555027,2023-02-01,1
555053,2019-05-16,1
555085,2021-04-01,1
555086,2021-04-01,1
555090,2017-09-01,1
555105,2021-05-01,1
555113,2023-05-31,1
555115,2019-04-01,1
555118,2016-02-01,1
555118,2021-03-01,2
555139,2020-01-31,1
555140,2020-03-01,1
555146,2019-06-02,1
555156,2022-04-01,1
555160,2019-10-01,1
555170,2023-03-01,1
555184,2024-02-01,1
555222,2018-04-01,1
555226,2023-04-01,1
555245,2021-01-01,1
555254,2017-09-01,1
555260,2023-03-01,1
555265,2023-02-01,1
555268,2022-04-01,1
555286,2023-02-01,1
555292,2021-08-01,1
555292,2023-06-30,2
555296,2020-01-01,1
555304,2018-04-01,1
555306,2016-01-31,1
555319,2023-06-15,1
555341,2023-05-01,1
555356,2017-08-31,1
555358,2022-08-01,1
555365,2023-02-01,1
555375,2023-03-01,1
555376,2023-02-01,1
555388,2022-09-30,1
555399,2020-02-29,1
555404,2019-09-03,1
555410,2019-10-31,1
555418,2019-04-01,1
555431,2019-04-01,1
555456,2023-06-15,1
555459,2016-07-01,1
555462,2020-04-01,1
555476,2019-10-01,1
555492,2023-06-15,1
555565,2023-03-01,1
555574,2015-12-01,1
555595,2017-09-01,1
555658,2022-05-01,1
555659,2014-04-01,1
555673,2019-10-01,1
555682,2016-04-01,1
555701,2022-11-30,1
555702,2020-06-16,1
555703,2023-03-01,1
555716,2022-06-15,1
555728,2022-04-01,1
555729,2019-05-31,1
555736,2023-03-01,1
555737,2020-08-31,1
555744,2017-09-01,1
555748,2019-09-30,1
555754,2016-04-01,1
555768,2020-08-31,1
555772,2022-08-01,1
555773,2022-08-01,1
555786,2021-02-28,1
555792,2015-12-01,1
555794,2015-10-22,1
555798,2020-03-20,1
555799,2019-10-07,1
555802,2022-02-27,1
555814,2019-05-31,1
555827,2019-08-01,1
555867,2022-12-06,1
555876,2021-06-01,1
555892,2019-05-16,1
555893,2020-09-30,1
555899,2020-02-29,1
555912,2019-04-16,1
675002,2022-08-01,1
675018,2019-10-01,1
675028,2023-02-01,1
675032,2017-03-31,1
675034,2017-01-01,1
675035,2014-11-30,1
675044,2023-03-01,1
675046,2023-04-01,1
675051,2020-11-30,1
675051,2021-03-31,2
675066,2023-12-01,1
675071,2019-04-01,1
675075,2019-04-01,1
675076,2016-03-31,1
675076,2016-05-20,2
675078,2014-07-01,1
675085,2017-03-31,1
675096,2017-03-01,1
675103,2020-11-30,1
675103,2022-04-01,2
675105,2021-03-01,1
675106,2023-12-01,1
675109,2023-08-01,1
675109,2024-02-01,2
675111,2017-03-31,1
675113,2023-12-01,1
675118,2021-05-01,1
675119,2015-09-30,1
675128,2017-04-01,1
675132,2017-04-01,1
675133,2016-09-30,1
675134,2023-04-01,1
675136,2017-03-31,1
675140,2018-06-01,1
675142,2019-06-01,1
675145,2019-08-01,1
675145,2023-07-01,2
675150,2019-03-17,1
675151,2017-04-01,1
675169,2020-11-01,1
675172,2019-04-01,1
675175,2019-05-01,1
675177,2022-05-01,1
675182,2017-04-01,1
675183,2022-04-01,1
675185,2017-03-31,1
675196,2017-03-31,1
675206,2018-03-02,1
675214,2016-01-01,1
675214,2016-05-31,2
675220,2017-03-31,1
675230,2017-03-31,1
675231,2017-11-01,1
675231,2021-06-01,2
675234,2023-12-31,1
675241,2018-04-01,1
675251,2019-06-01,1
675267,2022-04-01,1
675270,2016-11-30,1
675277,2017-03-31,1
675279,2017-04-01,1
675281,2021-04-01,1
675289,2016-10-01,1
675289,2022-12-15,2
675291,2017-04-01,1
675292,2020-12-01,1
675317,2020-02-01,1
675319,2020-02-01,1
675319,2022-06-01,2
675323,2021-05-01,1
675326,2021-05-01,1
675326,2022-09-01,2
675336,2017-04-01,1
675350,2017-03-31,1
675356,2017-03-31,1
675358,2017-03-31,1
675363,2022-12-15,1
675364,2017-03-01,1
675371,2020-07-01,1
675372,2021-03-01,1
675373,2020-03-31,1
675377,2022-04-01,1
675386,2019-01-01,1
675390,2019-01-01,1
675390,2020-04-01,2
675390,2022-09-01,3
675391,2017-03-31,1
675392,2022-02-01,1
675394,2017-04-01,1
675395,2018-09-01,1
675395,2022-04-01,2
675399,2021-02-01,1
675402,2023-12-01,1
675406,2022-04-01,1
675409,2018-09-01,1
675409,2022-04-01,2
675414,2022-12-15,1
675415,2022-12-15,1
675421,2022-10-01,1
675431,2021-09-30,1
675434,2018-04-01,1
675437,2023-04-01,1
675439,2023-12-01,1
675441,2019-09-01,1
675443,2016-03-30,1
675443,2016-03-31,2
675444,2017-03-31,1
675446,2020-03-31,1
675446,2021-03-31,2
675458,2022-06-01,1
675460,2017-03-31,1
675471,2020-11-30,1
675475,2018-04-01,1
675479,2022-09-01,1
675483,2017-04-01,1
675489,2021-06-01,1
675489,2022-09-01,2
675494,2020-02-29,1
675494,2022-04-01,2
675501,2019-04-01,1
675503,2019-09-01,1
675509,2017-02-01,1
675509,2019-04-01,2
675513,2021-02-01,1
675522,2017-04-01,1
675522,2017-11-01,2
675525,2020-11-30,1
675525,2022-04-01,2
675527,2022-04-01,1
675534,2018-05-01,1
675536,2022-05-31,1
675537,2020-12-01,1
675537,2023-07-01,2
675539,2023-02-28,1
675550,2019-04-01,1
675556,2022-10-01,1
675557,2014-07-01,1
675557,2016-12-01,2
675560,2017-03-31,1
675561,2017-03-31,1
675563,2017-03-31,1
675564,2014-02-01,1
675568,2022-04-01,1
675581,2019-04-01,1
675596,2020-11-30,1
675597,2019-12-01,1
675606,2016-02-22,1
675606,2023-03-01,2
675611,2018-05-01,1
675614,2022-04-01,1
675625,2017-08-01,1
675630,2020-11-30,1
675630,2021-03-31,2
675633,2021-09-30,1
675635,2016-02-22,1
675635,2022-04-01,2
675638,2022-07-01,1
675638,2022-09-01,2
675645,2017-03-31,1
675646,2016-05-20,1
675649,2020-05-31,1
675651,2013-04-01,1
675651,2017-04-01,2
675654,2014-08-29,1
675656,2017-03-31,1
675668,2017-08-01,1
675668,2019-06-01,2
675670,2019-05-19,1
675686,2015-09-30,1
675696,2022-04-30,1
675703,2017-04-01,1
675709,2019-05-01,1
675712,2017-03-01,1
675716,2017-04-01,1
675722,2017-04-01,1
675722,2017-11-01,2
675723,2018-03-31,1
675727,2017-04-01,1
675729,2017-03-31,1
675733,2018-06-01,1
675736,2018-09-01,1
675736,2023-03-01,2
675744,2018-03-31,1
675746,2016-05-20,1
675748,2022-10-01,1
675751,2016-10-01,1
675751,2017-04-01,2
675751,2017-11-01,3
675754,2017-04-01,1
675759,2021-09-30,1
675764,2023-06-01,1
675766,2017-04-01,1
675767,2020-05-31,1
675774,2016-05-01,1
675774,2017-04-01,2
675779,2021-02-01,1
675779,2022-04-01,2
675785,2016-02-12,1
675785,2016-04-15,2
675785,2022-04-01,3
675789,2020-03-13,1
675791,2020-03-12,1
675793,2020-03-13,1
675795,2017-04-01,1
675797,2020-05-31,1
675802,2019-01-01,1
675802,2020-04-01,2
675802,2022-09-01,3
675810,2018-05-31,1
675812,2016-11-30,1
675814,2014-12-31,1
675818,2017-03-31,1
675819,2018-03-31,1
675822,2023-12-01,1
675823,2023-02-01,1
675831,2020-04-01,1
675832,2017-04-01,1
675833,2020-04-01,1
675837,2016-12-01,1
675840,2020-03-12,1
675844,2018-12-01,1
675846,2016-11-30,1
675847,2016-04-01,1
675848,2019-05-19,1
675849,2019-05-19,1
675849,2021-05-01,2
675849,2022-03-01,3
675852,2022-06-01,1
675856,2023-12-01,1
675862,2020-05-31,1
675867,2019-01-01,1
675877,2012-10-01,1
675879,2018-04-01,1
675880,2016-05-20,1
675881,2017-10-01,1
675884,2018-03-31,1
675889,2019-12-01,1
675891,2020-05-01,1
675893,2016-04-04,1
675894,2017-03-31,1
675896,2019-01-01,1
675897,2022-06-01,1
675899,2022-07-01,1
675899,2022-09-01,2
675900,2017-03-31,1
675905,2020-03-12,1
675905,2023-03-31,2
675909,2022-05-31,1
675910,2016-08-01,1
675910,2017-04-01,2
675910,2017-11-01,3
675913,2017-04-01,1
675914,2017-04-01,1
675915,2017-04-01,1
675916,2012-10-01,1
675922,2011-01-01,1
675922,2022-12-31,2
675924,2020-04-01,1
675925,2017-04-01,1
675927,2016-09-01,1
675927,2017-11-01,2
675928,2020-02-01,1
675928,2022-04-01,2
675930,2019-05-01,1
675937,2020-05-31,1
675938,2022-05-01,1
675939,2023-12-01,1
675940,2022-12-31,1
675943,2017-04-01,1
675944,2020-06-01,1
675944,2022-09-01,2
675945,2023-12-01,1
675948,2022-01-01,1
675956,2018-09-01,1
675956,2022-04-01,2
675959,2019-01-01,1
675959,2020-06-01,2
675959,2022-09-01,3
675961,2021-05-01,1
675963,2020-12-01,1
675966,2022-04-01,1
675967,2019-05-01,1
675968,2016-03-01,1
675969,2015-02-27,1
675970,2023-12-01,1
675971,2017-05-01,1
675972,2017-03-31,1
675975,2017-03-31,1
675977,2021-01-01,1
675982,2023-07-01,1
675982,2023-12-01,2
675985,2016-01-01,1
675985,2017-04-01,2
675985,2017-11-01,3
675986,2017-03-31,1
675991,2017-03-31,1
675995,2023-12-01,1
675996,2021-05-01,1
675998,2018-03-31,1
675999,2016-09-30,1
675999,2016-10-01,2
676002,2023-06-13,1
676004,2022-06-01,1
676005,2017-03-31,1
676014,2022-05-01,1
676016,2015-08-31,1
676019,2019-12-01,1
676023,2019-11-01,1
676025,2016-12-31,1
676028,2022-04-01,1
676029,2016-05-01,1
676030,2022-07-01,1
676030,2022-09-01,2
676031,2020-05-31,1
676035,2017-03-31,1
676037,2016-02-12,1
676037,2016-04-15,2
676037,2017-04-01,3
676042,2016-05-01,1
676045,2023-02-01,1
676046,2020-06-01,1
676046,2022-09-01,2
676048,2016-05-01,1
676048,2017-04-01,2
676049,2016-05-01,1
676049,2017-04-01,2
676050,2020-05-19,1
676050,2021-05-01,2
676050,2022-03-01,3
676051,2017-03-31,1
676059,2017-03-31,1
676067,2017-04-01,1
676068,2023-07-01,1
676068,2023-12-01,2
676072,2022-12-31,1
676073,2017-03-31,1
676081,2016-05-01,1
676081,2017-04-01,2
676083,2016-02-22,1
676083,2022-04-01,2
676087,2021-04-01,1
676089,2022-12-31,1
676090,2022-07-19,1
676091,2022-09-01,1
676092,2017-04-01,1
676093,2021-12-16,1
676094,2019-05-19,1
676095,2019-04-01,1
676095,2022-10-01,2
676097,2017-04-01,1
676100,2019-03-31,1
676108,2022-06-01,1
676113,2016-05-01,1
676113,2017-04-01,2
676114,2016-05-20,1
676114,2017-04-01,2
676116,2019-05-19,1
676117,2022-09-01,1
676120,2017-03-31,1
676121,2022-06-01,1
676123,2022-05-01,1
676125,2016-02-22,1
676125,2017-04-01,2
676127,2017-03-31,1
676132,2017-04-01,1
676136,2022-06-01,1
676137,2016-05-01,1
676137,2017-04-01,2
676139,2021-10-01,1
676140,2021-03-01,1
676147,2021-10-01,1
676148,2022-09-01,1
676154,2017-05-31,1
676155,2017-04-01,1
676156,2017-03-31,1
676158,2016-05-01,1
676158,2017-04-01,2
676161,2017-04-01,1
676165,2018-03-31,1
676174,2018-04-30,1
676176,2021-10-01,1
676179,2021-09-30,1
676184,2020-04-01,1
676185,2021-10-01,1
676187,2017-04-01,1
676194,2015-02-22,1
676194,2017-04-01,2
676195,2020-10-01,1
676197,2017-03-31,1
676201,2020-03-01,1
676204,2019-05-19,1
676206,2016-02-12,1
676206,2016-04-15,2
676206,2017-04-01,3
676208,2020-10-01,1
676209,2020-05-01,1
676210,2019-05-19,1
676213,2021-10-01,1
676216,2018-10-01,1
676217,2020-05-01,1
676220,2016-05-01,1
676220,2017-04-01,2
676226,2019-05-01,1
676229,2018-04-01,1
676230,2016-05-01,1
676230,2017-04-01,2
676233,2019-04-01,1
676235,2021-07-01,1
676235,2022-09-01,2
676237,2019-09-01,1
676238,2016-05-01,1
676238,2017-04-01,2
676239,2022-09-01,1
676240,2021-05-01,1
676241,2019-01-01,1
676241,2022-06-01,2
676242,2022-07-01,1
676242,2022-09-01,2
676243,2018-10-01,1
676244,2020-10-01,1
676246,2019-04-01,1
676246,2022-10-01,2
676247,2017-03-31,1
676248,2017-03-31,1
676249,2019-09-01,1
676251,2016-05-01,1
676251,2017-04-01,2
676252,2016-06-01,1
676253,2017-05-01,1
676256,2019-09-01,1
676257,2018-04-01,1
676258,2018-04-01,1
676262,2017-04-01,1
676263,2018-03-31,1
676264,2017-03-31,1
676267,2019-04-01,1
676267,2022-10-01,2
676271,2019-04-01,1
676271,2022-10-01,2
676272,2016-05-01,1
676272,2017-04-01,2
676273,2018-03-31,1
676275,2017-04-01,1
676276,2017-03-31,1
676278,2021-10-01,1
676280,2017-03-31,1
676283,2019-04-01,1
676286,2022-07-19,1
676289,2021-07-01,1
676289,2022-09-01,2
676291,2016-09-08,1
676292,2017-03-03,1
676297,2019-01-01,1
676297,2022-04-01,2
676298,2017-03-31,1
676300,2017-03-31,1
676301,2014-11-01,1
676301,2017-03-03,2
676303,2019-04-04,1
676307,2022-12-31,1
676308,2017-03-31,1
676312,2016-05-01,1
676312,2017-04-01,2
676315,2017-03-31,1
676317,2019-09-01,1
676318,2019-03-31,1
676319,2017-03-31,1
676325,2019-04-01,1
676326,2017-03-31,1
676327,2019-04-01,1
676333,2021-11-30,1
676334,2019-10-01,1
676335,2020-05-01,1
676341,2022-06-01,1
676342,2019-01-01,1
676343,2018-12-01,1
676346,2022-05-31,1
676347,2022-06-01,1
676348,2018-09-01,1
676350,2017-04-01,1
676353,2023-02-28,1
676355,2017-07-31,1
676356,2017-04-01,1
676360,2022-07-01,1
676361,2020-11-30,1
676362,2017-03-31,1
676367,2018-01-14,1
676367,2021-09-01,2
676369,2019-09-01,1
676372,2022-05-01,1
676373,2019-05-01,1
676375,2018-06-01,1
676376,2021-04-01,1
676378,2018-04-01,1
676381,2015-12-01,1
676382,2019-06-01,1
676383,2016-05-27,1
676383,2017-10-01,2
676386,2023-05-01,1
676387,2021-02-01,1
676389,2018-03-31,1
676391,2015-11-12,1
676392,2016-05-01,1
676392,2019-04-01,2
676393,2019-04-01,1
676398,2016-06-13,1
676398,2018-06-08,2
676398,2019-05-01,3
676399,2020-12-01,1
676399,2022-09-01,2
676401,2017-04-01,1
676402,2019-04-01,1
676402,2023-02-28,2
676405,2019-05-01,1
676407,2016-08-18,1
676407,2022-06-30,2
676408,2016-07-21,1
676408,2022-06-01,2
676409,2022-06-01,1
676410,2017-01-10,1
676410,2022-06-30,2
676414,2019-04-01,1
676416,2017-03-31,1
676417,2021-04-30,1
676418,2019-04-01,1
676419,2021-04-01,1
676419,2022-09-01,2
676420,2017-02-16,1
676420,2022-06-30,2
676422,2020-05-01,1
676425,2023-03-01,1
676427,2022-06-01,1
676429,2020-05-01,1
676430,2023-03-01,1
676434,2017-10-20,1
676436,2014-07-01,1
676437,2021-04-01,1
676439,2021-05-01,1
676440,2022-04-01,1
676441,2021-04-01,1
676444,2020-05-01,1
676446,2021-03-01,1
676447,2022-04-01,1
676449,2022-04-01,1
676455,2018-09-01,1
676455,2022-05-01,2
676457,2018-11-02,1
676458,2022-06-01,1
676460,2022-04-01,1
676462,2023-06-01,1
676464,2022-06-01,1
676465,2022-03-01,1
676469,2022-03-01,1
676469,2022-06-01,2
676471,2019-12-11,1
676471,2020-05-01,2
676472,2019-12-14,1
676472,2020-05-01,2
676476,2023-03-01,1
676487,2020-03-23,1
676491,2021-03-01,1
676495,2023-03-01,1
686123,2022-07-27,1
745006,2023-01-01,1
